Date,SBUX
2022-02-07,232.84030151367188
2022-02-14,228.67919921875
2022-02-21,227.62977600097656
2022-02-28,215.18292236328125
2022-03-07,208.1765899658203
2022-03-14,219.2337188720703
2022-03-21,221.6745147705078
2022-03-28,228.7125701904297
2022-04-04,230.740478515625
2022-04-11,229.86874389648438
2022-04-18,229.55673217773438
2022-04-25,228.62997436523438
2022-05-02,230.11647033691406
2022-05-09,224.84942626953125
2022-05-16,214.6365203857422
2022-05-23,231.1166534423828
2022-05-30,227.8958740234375
2022-06-06,219.02781677246094
2022-06-13,216.25973510742188
2022-06-20,228.73448181152344
2022-06-27,233.4032745361328
2022-07-04,233.66163635253906
2022-07-11,235.2947998046875
2022-07-18,234.35365295410156
2022-07-25,243.00845336914062
2022-08-01,239.18856811523438
2022-08-08,241.9104461669922
2022-08-15,245.93338012695312
2022-08-22,237.0848388671875
2022-08-29,234.83348083496094
2022-09-05,240.76686096191406
2022-09-12,236.489990234375
2022-09-19,228.17742919921875
2022-09-26,214.06654357910156
2022-10-03,216.33949279785156
2022-10-10,225.58905029296875
2022-10-17,236.15602111816406
2022-10-24,254.68292236328125
2022-10-31,254.77574157714844
2022-11-07,251.7791290283203
2022-11-14,253.61599731445312
2022-11-21,255.12828063964844
2022-11-28,253.6439208984375
2022-12-05,253.80355834960938
2022-12-12,248.2803955078125
2022-12-19,249.63323974609375
2022-12-26,245.864013671875
2023-01-02,251.40585327148438
2023-01-09,250.86473083496094
2023-01-16,250.5754852294922
2023-01-23,254.19537353515625
2023-01-30,246.51707458496094
2023-02-06,244.8284454345703
2023-02-13,251.8909454345703
2023-02-20,246.00396728515625
2023-02-27,251.03265380859375
2023-03-06,245.87603759765625
2023-03-13,250.7273712158203
2023-03-20,254.60269165039062
2023-03-27,262.3721923828125
2023-04-03,265.4501037597656
2023-04-10,271.1646423339844
2023-04-17,274.0547790527344
2023-04-24,277.5172424316406
2023-05-01,278.31488037109375
2023-05-08,277.88323974609375
2023-05-15,277.3296203613281
2023-05-22,268.40582275390625
2023-05-29,272.0372619628906
2023-06-05,270.5381164550781
2023-06-12,277.0565490722656
2023-06-19,273.4812927246094
2023-06-26,281.4996337890625
2023-07-03,275.5472106933594
2023-07-10,278.22625732421875
2023-07-17,278.8582763671875
2023-07-24,277.3677978515625
2023-07-31,270.7550354003906
2023-08-07,272.264404296875
2023-08-14,265.7742614746094
2023-08-21,268.4533386230469
2023-08-28,265.0196228027344
2023-09-04,264.81317138671875
2023-09-11,263.8742980957031
2023-09-18,258.1744384765625
2023-09-25,249.84739685058594
2023-10-02,235.41268920898438
2023-10-09,235.498046875
2023-10-16,244.7924041748047
2023-10-23,242.56365966796875
2023-10-30,254.048828125
2023-11-06,253.9729766845703
2023-11-13,261.5222473144531
2023-11-20,267.9618835449219
2023-11-27,271.2054138183594
2023-12-04,272.4201965332031
2023-12-11,274.0803527832031
2023-12-18,278.3069152832031
2023-12-25,282.8960876464844
2024-01-01,275.7213439941406
2024-01-08,279.9956359863281
2024-01-15,286.73150634765625
2024-01-22,278.8412780761719
2024-01-29,283.4112854003906
2024-02-05,276.1792907714844
2024-02-12,278.61224365234375
2024-02-19,284.0791320800781
2024-02-26,277.38140869140625
2024-03-04,280.7059326171875
2024-03-11,267.8388671875
2024-03-18,271.1876220703125
2024-03-25,270.5351257324219
2024-04-01,255.8929443359375
2024-04-08,256.5646057128906
2024-04-15,260.97833251953125
2024-04-22,262.03387451171875
2024-04-29,259.3759765625
2024-05-06,263.86651611328125
2024-05-13,261.3525390625
2024-05-20,247.6602783203125
2024-05-27,248.40870666503906
2024-06-03,245.8372039794922
2024-06-10,244.8933868408203
2024-06-17,250.50436401367188
2024-06-24,246.11019897460938
2024-07-01,242.48866271972656
2024-07-08,245.20242309570312
2024-07-15,248.46664428710938
2024-07-22,243.3675079345703
2024-07-29,267.2117004394531
2024-08-05,258.7325134277344
2024-08-12,268.9500732421875
2024-08-19,279.60223388671875
2024-08-26,278.77166748046875
2024-09-02,279.5926208496094
2024-09-09,288.0384826660156
2024-09-16,288.3298645019531
2024-09-23,294.99346923828125
2024-09-30,295.06146240234375
2024-10-07,296.3048400878906
2024-10-14,307.49493408203125
2024-10-21,284.2307434082031
2024-10-28,286.75628662109375
2024-11-04,290.4086608886719
2024-11-11,284.2501525878906
2024-11-18,281.9674987792969
2024-11-25,287.5334167480469
2024-12-02,290.4183654785156
2024-12-09,289.839599609375
2024-12-16,286.0089416503906
2024-12-23,286.9275207519531
2024-12-30,288.0610656738281
2025-01-06,275.87530517578125
2025-01-13,274.5462951660156
2025-01-20,278.9535217285156
2025-01-27,282.11968994140625
2025-02-03,287.592041015625
2025-02-10,301.5172119140625
2025-02-17,297.8624572753906
2025-02-24,301.30224609375
2025-03-03,313.9668273925781
2025-03-10,294.6876220703125
2025-03-17,300.2014465332031
2025-03-24,301.8231506347656
2025-03-31,294.96282958984375
2025-04-07,304.5849304199219
2025-04-14,305.9609069824219
2025-04-21,311.3076477050781
2025-04-28,306.609619140625
2025-05-05,308.30010986328125
2025-05-12,313.1455383300781
2025-05-19,309.17486572265625
2025-05-26,308.46722412109375
2025-06-02,302.0885009765625
2025-06-09,298.4149169921875
2025-06-16,284.1322021484375
2025-06-23,288.1748352050781
2025-06-30,290.6755676269531
2025-07-07,296.4380798339844
2025-07-14,293.6309509277344
2025-07-21,295.0147705078125
2025-07-28,299.38360595703125
2025-08-04,301.9139404296875
2025-08-11,305.3536376953125
2025-08-18,310.4341735839844
2025-08-25,309.9103088378906
2025-09-01,310.7405700683594
2025-09-08,303.5782775878906
2025-09-15,300.5763244628906
2025-09-22,303.41925048828125
2025-09-29,299.1846618652344
2025-10-06,295.23834228515625
2025-10-13,306.2522277832031
2025-10-20,303.9659729003906
2025-10-27,296.6498718261719
2025-11-03,297.8725280761719
2025-11-10,305.1985778808594
2025-11-17,307.5047302246094
2025-11-24,309.9599914550781
2025-12-01,309.37353515625
2025-12-08,310.5299987792969
