Date,Open_SBUX,High_SBUX,Low_SBUX,Close_SBUX,Volume_SBUX,hl_range,vol_norm,price_impact,volatility
2018-01-05,57.95000076293945,59.689998626708984,57.47999954223633,59.61000061035156,26518000,2.2099990844726562,,6.259898361158871e-08,
2018-01-12,59.47999954223633,60.5099983215332,58.560001373291016,60.400001525878906,33021100,1.9499969482421875,0.2452334263519118,2.786103381300375e-08,
2018-01-19,60.33000183105469,61.459999084472656,60.29999923706055,61.2599983215332,34007300,1.1599998474121094,0.02986575250370227,2.734696640069972e-08,
2018-01-26,61.040000915527344,61.939998626708984,56.54999923706055,57.9900016784668,102741800,5.3899993896484375,2.0211689843063105,-2.968605997812523e-08,
2018-02-02,57.54999923706055,58.349998474121094,55.70000076293945,55.77000045776367,76408500,2.6499977111816406,-0.25630561271069807,-2.329582152897747e-08,0.034946513677155934
2018-02-09,55.529998779296875,56.2599983215332,53.560001373291016,54.58000183105469,84520800,2.6999969482421875,0.10617012505153212,-1.1239800714642875e-08,0.029065839298275224
2018-02-16,54.86000061035156,57.04999923706055,54.54999923706055,56.47999954223633,56021900,2.5,-0.33718209008906685,2.8917243647301604e-08,0.038529843482795076
2018-02-23,56.290000915527344,56.7400016784668,54.79999923706055,56.13999938964844,38868700,1.94000244140625,-0.30618740171254455,-3.859185562648255e-09,0.03125860540450873
2018-03-02,56.41999816894531,57.91999816894531,55.68000030517578,56.93000030517578,51759000,2.2399978637695312,0.331637024135101,9.85340010878241e-09,0.02439628073672939
2018-03-09,56.83000183105469,58.630001068115234,56.540000915527344,58.459999084472656,39900600,2.0900001525878906,-0.22910798122065723,4.0851447181695734e-08,0.017818419088355422
2018-03-16,58.66999816894531,60.70000076293945,58.47999954223633,59.0,47858100,2.220001220703125,0.19943309123171082,6.8954227404491086e-09,0.013592047331048355
2018-03-23,58.70000076293945,59.54999923706055,56.310001373291016,56.310001373291016,38131400,3.2399978637695312,-0.2032404128036842,-6.267798689920741e-08,0.03203688170636023
2018-03-30,56.959999084472656,58.5,56.54999923706055,57.88999938964844,37324900,1.9500007629394531,-0.02115054784246051,2.4916350885756728e-08,0.034580112134927087
2018-04-06,57.52000045776367,59.27000045776367,55.380001068115234,58.34000015258789,50149200,3.8899993896484375,0.34358564925826984,1.635120190998498e-08,0.031684505302869044
2018-04-13,58.540000915527344,60.119998931884766,58.41999816894531,59.2400016784668,32854800,1.7000007629394531,-0.3448589409202938,2.1305890248592385e-08,0.032436757417031045
2018-04-20,59.130001068115234,60.0,57.79999923706055,58.0,36490700,2.200000762939453,0.1106657170337364,-3.096682354997943e-08,0.020767931848357287
2018-04-27,58.0099983215332,60.18000030517578,57.290000915527344,58.36000061035156,51097200,2.8899993896484375,0.400280071360648,6.849735187414562e-09,0.01588628556252959
2018-05-04,58.38999938964844,58.5099983215332,55.540000915527344,57.68000030517578,38842800,2.9699974060058594,-0.23982527418332122,-1.827878228327145e-08,0.01653727362144695
2018-05-11,58.9900016784668,59.040000915527344,56.790000915527344,57.27000045776367,37289100,2.25,-0.03999969106243628,-4.612611247531115e-08,0.011293779139849388
2018-05-18,57.36000061035156,57.5099983215332,56.349998474121094,57.15999984741211,32027600,1.1599998474121094,-0.14110021427173092,-6.244637841719427e-09,0.007662313523575069
2018-05-25,57.400001525878906,58.380001068115234,56.7599983215332,57.91999816894531,28540200,1.6200027465820312,-0.10888733467384382,1.8219796745166685e-08,0.010849422052236705
2018-06-01,57.70000076293945,57.880001068115234,56.54999923706055,56.90999984741211,26639000,1.3300018310546875,-0.06661480998731617,-2.9655802227085994e-08,0.012802459016436118
2018-06-08,57.099998474121094,57.939998626708984,55.279998779296875,56.599998474121094,55826000,2.6599998474121094,1.0956492360824357,-8.956400243614087e-09,0.012663638327832882
2018-06-15,56.61000061035156,57.209999084472656,56.18000030517578,57.11000061035156,47172600,1.029998779296875,-0.15500662773618024,1.0599373365046659e-08,0.014043275744194783
2018-06-22,56.77000045776367,57.5,50.36000061035156,51.2400016784668,136886100,7.1399993896484375,1.901813764770227,-4.0398541409952325e-08,0.050256702129566726
2018-06-29,51.15999984741211,51.439998626708984,47.369998931884766,48.849998474121094,93709200,4.069999694824219,-0.31542209179748715,-2.4650742651639494e-08,0.05010640268704967
2018-07-06,48.63999938964844,49.29999923706055,48.400001525878906,48.97999954223633,37730900,0.8999977111816406,-0.5973618385387988,9.01118586060472e-09,0.051911120832149646
2018-07-13,49.209999084472656,51.650001525878906,49.209999084472656,51.619998931884766,62449700,2.44000244140625,0.6551341208399482,3.859105564017296e-08,0.06707298427478393
2018-07-20,51.54999923706055,51.619998931884766,50.599998474121094,50.90999984741211,64385400,1.0200004577636719,0.030996145698057864,-9.940132229487392e-09,0.041925895542694776
2018-07-27,50.7599983215332,52.599998474121094,50.209999084472656,52.150001525878906,56581400,2.3899993896484375,-0.12120760296588984,2.4566433569082827e-08,0.02925150923988982
2018-08-03,52.20000076293945,52.849998474121094,51.25,52.22999954223633,57511500,1.5999984741210938,0.016438264164548855,5.216135780995975e-10,0.029437843774906616
2018-08-10,52.099998474121094,52.27000045776367,51.20000076293945,51.5099983215332,37347100,1.0699996948242188,-0.3506150943724299,-1.5797750095399392e-08,0.018019786408570892
2018-08-17,51.619998931884766,53.61000061035156,51.470001220703125,53.560001373291016,43750800,2.1399993896484375,0.171464451055102,4.4342102119418385e-08,0.02377695584936978
2018-08-24,53.709999084472656,54.439998626708984,52.41999816894531,52.75,46568200,2.020000457763672,0.06439653674904222,-2.0614906405501098e-08,0.0256021095903052
2018-08-31,52.9900016784668,53.709999084472656,52.45000076293945,53.45000076293945,36689200,1.2599983215332031,-0.2121404735420308,1.2537724574879155e-08,0.026030817267216615
2018-09-07,53.439998626708984,54.959999084472656,53.209999084472656,54.86000061035156,34236600,1.75,-0.06684800976854222,4.1476139092158047e-08,0.023453321253133125
2018-09-14,54.939998626708984,55.56999969482422,54.33000183105469,54.75,39186500,1.2399978637695312,0.144579193027345,-4.848573531930241e-09,0.018054715439487067
2018-09-21,54.70000076293945,57.56999969482422,54.099998474121094,57.45000076293945,60681500,3.470001220703125,0.5485307440062266,4.531858968548899e-08,0.02173692376423232
2018-09-28,56.939998626708984,57.84000015258789,56.58000183105469,56.84000015258789,43400900,1.2599983215332031,-0.2847754257887495,-2.3040645267976874e-09,0.027386847494221753
2018-10-05,56.90999984741211,56.95000076293945,55.290000915527344,55.7599983215332,52247200,1.6599998474121094,0.20382757039600552,-2.201077810636563e-08,0.030721984418368733
2018-10-12,55.81999969482422,59.70000076293945,54.709999084472656,56.45000076293945,77967500,4.990001678466797,0.4922809260591956,8.08030356385974e-09,0.0305599873391657
2018-10-19,56.369998931884766,59.529998779296875,56.310001373291016,58.65999984741211,58902700,3.2199974060058594,-0.24452239715265978,3.887769008088498e-08,0.026074451942683943
2018-10-26,58.93000030517578,59.470001220703125,57.38999938964844,58.06999969482422,56641300,2.0800018310546875,-0.038392128034877904,-1.5183278108933986e-08,0.025960492238623747
2018-11-02,58.68000030517578,65.68000030517578,57.689998626708984,64.31999969482422,104548700,7.990001678466797,0.8458033272541414,5.3946145572813795e-08,0.05103464509531935
2018-11-09,63.93000030517578,68.9800033569336,63.81999969482422,68.5999984741211,78491900,5.160003662109375,-0.24923121951779414,5.9496561669997955e-08,0.049385368533111956
2018-11-16,68.44000244140625,68.94000244140625,66.36000061035156,68.16000366210938,67311500,2.5800018310546875,-0.14244017535567366,-4.159746541034964e-09,0.05755248194266141
2018-11-23,68.0999984741211,68.47000122070312,65.26000213623047,65.69999694824219,40822200,3.2099990844726562,-0.3935330515587976,-5.879157727606318e-08,0.06588276183820228
2018-11-30,65.9800033569336,67.37999725341797,65.20999908447266,66.72000122070312,76017900,2.1699981689453125,0.8621705836530122,9.73452126103893e-09,0.04328727471281799
2018-12-07,67.37000274658203,68.1500015258789,65.19999694824219,65.47000122070312,55669100,2.9500045776367188,-0.2676843217189636,-3.413027201587427e-08,0.02170485937791119
2018-12-14,65.47000122070312,67.22000122070312,63.58000183105469,65.33999633789062,61017400,3.6399993896484375,0.09607304590877175,-2.130619836513847e-09,0.02215418499813418
2018-12-21,65.0,65.9000015258789,61.380001068115234,61.38999938964844,83846200,4.520000457763672,0.3741359022180559,-4.3055029450965724e-08,0.03252232400631083
2018-12-28,61.47999954223633,64.12000274658203,60.41999816894531,63.38999938964844,41989500,3.7000045776367188,-0.4992080738304181,4.548755873282867e-08,0.03864582519463657
2019-01-04,63.77000045776367,64.61000061035156,61.400001525878906,63.56999969482422,44868300,3.2099990844726562,0.06855999714214267,-4.457507035912952e-09,0.03892473839056883
2019-01-11,63.349998474121094,64.38999938964844,61.66999816894531,63.72999954223633,58430900,2.720001220703125,0.302275771535806,6.5034265793481596e-09,0.03917295309920698
2019-01-18,63.349998474121094,64.81999969482422,62.97999954223633,64.69999694824219,42553600,1.8400001525878906,-0.2717278015570529,3.1724659585113686e-08,0.014154474790729876
2019-01-25,64.9000015258789,67.69000244140625,62.93000030517578,67.08999633789062,80392300,4.760002136230469,0.8892009136712287,2.7241350378229243e-08,0.016161285956273024
2019-02-01,66.19000244140625,69.48999786376953,65.91000366210938,68.11000061035156,68486100,3.5799942016601562,-0.14810124850265516,2.8034859175005038e-08,0.014292914926449855
2019-02-08,68.02999877929688,69.81999969482422,67.08000183105469,69.75,55598600,2.7399978637695312,-0.18817687092709323,3.093605271900956e-08,0.010274699740595567
2019-02-15,70.0,71.54000091552734,69.70999908447266,70.70999908447266,51708300,1.8300018310546875,-0.06997118632483557,1.3730853353768279e-08,0.010654636245455524
2019-02-22,70.45999908447266,71.38999938964844,69.77999877929688,71.30000305175781,41125300,1.6100006103515625,-0.20466733580489016,2.0425479383376078e-08,0.006527192006503254
2019-03-01,71.9000015258789,72.06999969482422,69.77999877929688,70.8499984741211,64672700,2.2900009155273438,0.5725769781618615,-1.623564582517527e-08,0.012664567439028888
2019-03-08,70.98999786376953,72.18000030517578,69.02999877929688,69.36000061035156,47560500,3.1500015258789062,-0.2645969628606816,-3.427207984394547e-08,0.01564515869982199
2019-03-15,69.37999725341797,71.20999908447266,69.13999938964844,70.66999816894531,60414700,2.0699996948242188,0.2702704975767707,2.1352434350039705e-08,0.017401567422442924
2019-03-22,70.77999877929688,72.44000244140625,70.44000244140625,71.95999908447266,39072700,2.0,-0.35325839572157103,3.0200121956654675e-08,0.019562061883258118
2019-03-29,72.0,74.4800033569336,71.7300033569336,74.33999633789062,37549600,2.75,-0.03898118123395622,6.231747709404694e-08,0.023247227298440084
