Date,SPY
2022-01-31,86.28651428222656
2022-02-07,85.13300323486328
2022-02-14,85.20863342285156
2022-02-21,84.51482391357422
2022-02-28,82.1869888305664
2022-03-07,75.52293395996094
2022-03-14,81.79444122314453
2022-03-21,79.83174133300781
2022-03-28,83.51979064941406
2022-04-04,74.41834259033203
2022-04-11,72.57430267333984
2022-04-18,71.13195037841797
2022-04-25,68.1376953125
2022-05-02,69.85391235351562
2022-05-09,69.01406860351562
2022-05-16,67.46846008300781
2022-05-23,70.52056884765625
2022-05-30,72.67178344726562
2022-06-06,69.56448364257812
2022-06-13,66.07109069824219
2022-06-20,71.8076171875
2022-06-27,72.8648452758789
2022-07-04,72.88321685791016
2022-07-11,73.19579315185547
2022-07-18,76.845458984375
2022-07-25,77.9394302368164
2022-08-01,78.81280517578125
2022-08-08,81.18463134765625
2022-08-15,80.362060546875
2022-08-22,77.71784210205078
2022-08-29,76.68234252929688
2022-09-05,81.9985122680664
2022-09-12,84.42082977294922
2022-09-19,77.81953430175781
2022-09-26,77.90275573730469
2022-10-03,80.4637680053711
2022-10-10,79.85356140136719
2022-10-17,81.924560546875
2022-10-24,80.52848815917969
2022-10-31,84.92935180664062
2022-11-07,90.03287506103516
2022-11-14,91.080322265625
2022-11-21,92.57740783691406
2022-11-28,97.682373046875
2022-12-05,94.65101623535156
2022-12-12,91.89861297607422
2022-12-19,91.37788391113281
2022-12-26,92.24266052246094
2023-01-02,99.20735931396484
2023-01-09,99.70948791503906
2023-01-16,97.673095703125
2023-01-23,101.37395477294922
2023-01-30,96.98497772216797
2023-02-06,99.57929992675781
2023-02-13,100.08763885498047
2023-02-20,94.9477310180664
2023-02-27,97.70459747314453
2023-03-06,92.87310028076172
2023-03-13,92.23761749267578
2023-03-20,91.90117645263672
2023-03-27,97.31208801269531
2023-04-03,97.82608032226562
2023-04-10,100.43341064453125
2023-04-17,101.10626983642578
2023-04-24,106.80686950683594
2023-05-01,100.19043731689453
2023-05-08,99.17179107666016
2023-05-15,99.09270477294922
2023-05-22,92.53723907470703
2023-05-29,93.44823455810547
2023-06-05,92.00190734863281
2023-06-12,95.6740951538086
2023-06-19,92.35877990722656
2023-06-26,93.03498840332031
2023-07-03,90.20808410644531
2023-07-10,95.42990112304688
2023-07-17,96.56631469726562
2023-07-24,95.09181213378906
2023-07-31,94.55645751953125
2023-08-07,94.84761810302734
2023-08-14,91.80325317382812
2023-08-21,90.15092468261719
2023-08-28,92.5302734375
2023-09-04,89.96208190917969
2023-09-11,90.85906982421875
2023-09-18,88.4513931274414
2023-09-25,86.1758804321289
2023-10-02,87.66770935058594
2023-10-09,86.3741683959961
2023-10-16,88.93291473388672
2023-10-23,86.884033203125
2023-10-30,96.92073822021484
2023-11-06,98.50696563720703
2023-11-13,100.22550201416016
2023-11-20,97.57675170898438
2023-11-27,94.177978515625
2023-12-04,91.71910095214844
2023-12-11,91.85202026367188
2023-12-18,90.4564437866211
2023-12-25,91.14946746826172
2024-01-01,88.28236389160156
2024-01-08,87.32349395751953
2024-01-15,89.10832214355469
2024-01-22,88.10197448730469
2024-01-29,88.28236389160156
2024-02-05,92.3741683959961
2024-02-12,89.0331802368164
2024-02-19,91.32538604736328
2024-02-26,88.97588348388672
2024-03-04,86.9701919555664
2024-03-11,86.0724105834961
2024-03-18,86.63591003417969
2024-03-25,87.28536987304688
2024-04-01,82.94927978515625
2024-04-08,81.10595703125
2024-04-15,83.67515563964844
2024-04-22,84.2863998413086
2024-04-29,69.8263931274414
2024-05-06,72.691650390625
2024-05-13,74.3534927368164
2024-05-20,75.8991928100586
2024-05-27,77.1983413696289
2024-06-03,78.3627700805664
2024-06-10,76.6498031616211
2024-06-17,76.9000244140625
2024-06-24,74.91761016845703
2024-07-01,73.18540954589844
2024-07-08,72.01136016845703
2024-07-15,76.28411865234375
2024-07-22,71.26075744628906
2024-07-29,73.02180480957031
2024-08-05,72.2615737915039
2024-08-12,91.23876953125
2024-08-19,91.0253677368164
2024-08-26,91.55785369873047
2024-09-02,88.24679565429688
2024-09-09,95.43045806884766
2024-09-16,92.99071502685547
2024-09-23,94.25899505615234
2024-09-30,93.50384521484375
2024-10-07,92.50665283203125
2024-10-14,93.75554656982422
2024-10-21,94.21057891845703
2024-10-28,95.72090148925781
2024-11-04,94.44294738769531
2024-11-11,95.28523254394531
2024-11-18,99.84908294677734
2024-11-25,99.81011962890625
2024-12-02,97.5208969116211
2024-12-09,94.90046691894531
2024-12-16,85.69486236572266
2024-12-23,89.86417388916016
2024-12-30,90.1856460571289
2025-01-06,89.86417388916016
2025-01-13,92.66968536376953
2025-01-20,96.2545166015625
2025-01-27,104.8951187133789
2025-02-03,109.29821014404297
2025-02-10,109.63916778564453
2025-02-17,109.45069122314453
2025-02-24,113.42715454101562
2025-03-03,104.28912353515625
2025-03-10,96.09133911132812
2025-03-17,95.07273864746094
2025-03-24,95.71916961669922
2025-03-31,80.41075897216797
2025-04-07,83.6722412109375
2025-04-14,79.8230972290039
2025-04-21,82.0855712890625
2025-04-28,82.94746398925781
2025-05-05,78.64779663085938
2025-05-12,83.80936431884766
2025-05-19,83.24536895751953
2025-05-26,82.80152893066406
2025-06-02,88.41368103027344
2025-06-09,91.98416137695312
2025-06-16,91.84607696533203
2025-06-23,90.84989166259766
2025-06-30,93.14802551269531
2025-07-07,93.64118194580078
2025-07-14,92.51676940917969
2025-07-21,93.12828826904297
2025-07-28,85.67171478271484
2025-08-04,90.85975646972656
2025-08-11,89.36054992675781
2025-08-18,87.74608612060547
2025-08-25,87.55744934082031
2025-09-01,84.81724548339844
2025-09-08,81.31256866455078
2025-09-15,83.95348358154297
2025-09-22,82.79187774658203
2025-09-29,85.80014038085938
2025-10-06,77.8972396850586
2025-10-13,84.74774932861328
2025-10-20,85.4725112915039
2025-10-27,80.28995513916016
2025-11-03,84.95624542236328
2025-11-10,84.17190551757812
2025-11-17,85.3499984741211
2025-11-24,87.11000061035156
2025-12-01,85.12000274658203
2025-12-08,83.8499984741211
