Date,XLY
2021-08-02,416.9911193847656
2021-08-09,420.22344970703125
2021-08-16,417.8109436035156
2021-08-23,424.3038635253906
2021-08-30,426.9708251953125
2021-09-06,419.77117919921875
2021-09-13,415.9638977050781
2021-09-20,419.66949462890625
2021-09-27,410.52752685546875
2021-10-04,413.94976806640625
2021-10-11,421.52239990234375
2021-10-18,428.37652587890625
2021-10-25,434.1717834472656
2021-11-01,442.9450378417969
2021-11-08,441.7537841796875
2021-11-15,443.28533935546875
2021-11-22,433.9071044921875
2021-11-29,428.6601257324219
2021-12-06,445.0343322753906
2021-12-13,434.7579650878906
2021-12-20,446.4650573730469
2021-12-27,450.6014099121094
2022-01-03,442.18634033203125
2022-01-10,440.8865966796875
2022-01-17,415.5179748535156
2022-01-24,419.2843933105469
2022-01-31,425.6882019042969
2022-02-07,417.87078857421875
2022-02-14,411.9603271484375
2022-02-21,415.2997741699219
2022-02-28,410.00592041015625
2022-03-07,398.5264892578125
2022-03-14,421.7225341796875
2022-03-21,430.80780029296875
2022-03-28,431.0266418457031
2022-04-04,425.9352722167969
2022-04-11,416.6279602050781
2022-04-18,405.44598388671875
2022-04-25,392.08465576171875
2022-05-02,391.4565734863281
2022-05-09,382.3016052246094
2022-05-16,370.7959899902344
2022-05-23,395.1870422363281
2022-05-30,390.69525146484375
2022-06-06,370.9577331542969
2022-06-13,348.17498779296875
2022-06-20,372.82781982421875
2022-06-27,364.3787536621094
2022-07-04,371.4802551269531
2022-07-11,368.0968017578125
2022-07-18,377.6162414550781
2022-07-25,393.7688293457031
2022-08-01,395.1833801269531
2022-08-08,408.2104797363281
2022-08-15,403.4698791503906
2022-08-22,387.38421630859375
2022-08-29,374.8923034667969
2022-09-05,388.6171875
2022-09-12,368.5077819824219
2022-09-19,353.1212158203125
2022-09-26,342.78521728515625
2022-10-03,348.169189453125
2022-10-10,343.2170715332031
2022-10-17,359.20562744140625
2022-10-24,373.342041015625
2022-10-31,361.1826171875
2022-11-07,382.44964599609375
2022-11-14,380.0695495605469
2022-11-21,386.1156311035156
2022-11-28,390.51104736328125
2022-12-05,377.4303894042969
2022-12-12,367.82379150390625
2022-12-19,369.16571044921875
2022-12-26,368.7030334472656
2023-01-02,374.1501770019531
2023-01-09,384.1961975097656
2023-01-16,381.670166015625
2023-01-23,391.118408203125
2023-01-30,397.5489807128906
2023-02-06,393.3937683105469
2023-02-13,392.6417541503906
2023-02-20,382.1522216796875
2023-02-27,389.681884765625
2023-03-06,372.0580139160156
2023-03-13,375.9915771484375
2023-03-20,383.0010070800781
2023-03-27,396.2016296386719
2023-04-03,396.0080871582031
2023-04-10,399.1726989746094
2023-04-17,398.9211120605469
2023-04-24,402.5308837890625
2023-05-01,399.33721923828125
2023-05-08,398.33074951171875
2023-05-15,405.13433837890625
2023-05-22,406.4892272949219
2023-05-29,414.1347351074219
2023-06-05,416.0509033203125
2023-06-12,425.30291748046875
2023-06-19,420.8116455078125
2023-06-26,430.59344482421875
2023-07-03,425.9988098144531
2023-07-10,436.4217224121094
2023-07-17,439.2387390136719
2023-07-24,443.8430480957031
2023-07-31,434.0223693847656
2023-08-07,432.89556884765625
2023-08-14,424.0074768066406
2023-08-21,427.378173828125
2023-08-28,438.27703857421875
2023-09-04,432.7693176269531
2023-09-11,430.6808776855469
2023-09-18,419.5762634277344
2023-09-25,416.7103576660156
2023-10-02,418.71844482421875
2023-10-09,420.6290283203125
2023-10-16,410.5788269042969
2023-10-23,400.3336181640625
2023-10-30,423.73870849609375
2023-11-06,429.5095520019531
2023-11-13,439.4331359863281
2023-11-20,443.8294372558594
2023-11-27,447.53375244140625
2023-12-04,448.6060485839844
2023-12-11,457.5059814453125
2023-12-18,463.58917236328125
2023-12-25,465.2138977050781
2024-01-01,457.9808654785156
2024-01-08,466.5547790527344
2024-01-15,472.1826477050781
2024-01-22,477.056884765625
2024-01-29,483.8495178222656
2024-02-05,490.5539855957031
2024-02-12,488.89990234375
2024-02-19,497.062744140625
2024-02-26,501.9565124511719
2024-03-04,500.8504943847656
2024-03-11,499.0006408691406
2024-03-18,511.7239990234375
2024-03-25,513.5501098632812
2024-04-01,508.9945373535156
2024-04-08,501.552490234375
2024-04-15,486.1480712890625
2024-04-22,499.0096435546875
2024-04-29,501.9845275878906
2024-05-06,511.3607177734375
2024-05-13,519.8139038085938
2024-05-20,519.8042602539062
2024-05-27,517.7717895507812
2024-06-03,524.2910766601562
2024-06-10,532.9014282226562
2024-06-17,534.5999145507812
2024-06-24,536.0389404296875
2024-07-01,546.3023071289062
2024-07-08,551.5718383789062
2024-07-15,540.7372436523438
2024-07-22,536.255615234375
2024-07-29,524.8890991210938
2024-08-05,524.977783203125
2024-08-12,545.977294921875
2024-08-19,553.6796875
2024-08-26,555.2064208984375
2024-09-02,532.2368774414062
2024-09-09,553.5615234375
2024-09-16,559.7077026367188
2024-09-23,564.6058349609375
2024-09-30,566.09765625
2024-10-07,572.6183471679688
2024-10-14,577.5682373046875
2024-10-21,572.0848388671875
2024-10-28,564.1809692382812
2024-11-04,591.0048828125
2024-11-11,578.7142333984375
2024-11-18,588.3569946289062
2024-11-25,595.3125
2024-12-02,600.50927734375
2024-12-09,596.9525756835938
2024-12-16,584.0494384765625
2024-12-23,589.8416137695312
2024-12-30,586.8081665039062
2025-01-06,575.4476928710938
2025-01-13,592.3892822265625
2025-01-20,602.68896484375
2025-01-27,596.5924072265625
2025-02-03,595.5515747070312
2025-02-10,604.4039916992188
2025-02-17,594.728759765625
2025-02-24,589.0187377929688
2025-03-03,570.9173583984375
2025-03-10,557.9212646484375
2025-03-17,559.0811157226562
2025-03-24,552.4904174804688
2025-03-31,502.3977966308594
2025-04-07,530.894287109375
2025-04-14,523.4072265625
2025-04-21,547.4990844726562
2025-04-28,563.527099609375
2025-05-05,561.1209106445312
2025-05-12,590.810546875
2025-05-19,575.806640625
2025-05-26,586.028076171875
2025-06-02,595.722412109375
2025-06-09,593.5946044921875
2025-06-16,590.89013671875
2025-06-23,613.2098999023438
2025-06-30,623.611083984375
2025-07-07,621.8958129882812
2025-07-14,625.8449096679688
2025-07-21,635.3385620117188
2025-07-28,620.0010375976562
2025-08-04,635.4183349609375
2025-08-11,641.6610717773438
2025-08-18,643.52587890625
2025-08-25,643.2666015625
2025-09-01,645.4505004882812
2025-09-08,655.5924072265625
2025-09-15,661.8650512695312
2025-09-22,661.8200073242188
2025-09-29,669.2100219726562
2025-10-06,653.02001953125
2025-10-13,664.3900146484375
2025-10-20,677.25
2025-10-27,682.0599975585938
2025-11-03,670.969970703125
2025-11-10,671.9299926757812
2025-11-17,659.030029296875
2025-11-24,683.3900146484375
2025-12-01,685.6900024414062
